id,Amount,IP,CC_ASN,Timestamp,Card type,Card number
903,72935,21.211.144.178,,1325669377,jcb,3555860729340820
904,8510,197.113.250.127,,1298457943,jcb,3574212344523350
905,89288,217.78.249.219,,1437267628,jcb,3530923241038270
906,75115,73.7.167.38,,1358012001,diners-club-enroute,201691442782051
907,45649,145.13.86.7,,1489038044,diners-club-enroute,201863928686664
908,75462,76.43.2.154,,1381137318,diners-club-carte-blanche,30316191753569
909,29553,125.21.27.188,,1437411686,jcb,3574463927914250
910,68408,27.201.127.56,,1493910968,jcb,3561844007381810
911,53633,17.76.105.189,,1404169643,switch,633110144888224000
912,71511,245.212.43.137,,1419416674,jcb,3554775046333210
913,7015,236.132.44.193,,1366281334,jcb,3580568951670220
914,86263,241.165.234.101,,1451068029,maestro,63049211024999300
915,79821,80.106.51.42,,1416277985,visa-electron,4913688664274100
916,55606,12.145.23.225,,1360162979,jcb,3578107442445580
917,77788,26.196.207.2,,1435901539,jcb,3585881222767350
918,53657,144.162.95.39,,1344673160,mastercard,5010127566160730
919,46290,31.171.53.124,,1356500760,jcb,3537956063488050
920,22412,187.103.123.178,,1371288806,diners-club-us-ca,5419734271696890
921,43028,210.86.212.94,,1295450318,jcb,3548875540479670
922,48219,25.12.165.161,,1344085553,china-unionpay,5602235184217880000
923,41693,52.202.4.204,,1429802021,visa,4041375775557240
924,37232,247.75.157.11,,1381297588,jcb,3586757637493250
925,21573,83.161.249.103,,1343343817,jcb,3558704272072530
926,62746,25.5.166.19,,1462413290,jcb,3536898683761280
927,61768,39.28.141.123,,1433746615,jcb,3548136271980590
928,68532,235.239.223.195,,1460343979,americanexpress,337941194457015
929,83391,210.84.187.161,,1491317171,jcb,3544201768271940
930,65380,69.74.192.94,,1350417352,americanexpress,341358879774941
931,30848,122.0.29.104,,1482586139,solo,6334424879550310000
932,68367,67.95.90.72,,1313896999,china-unionpay,56103112752114600
933,84614,209.128.167.211,,1370143867,jcb,3544004359364700
934,87615,209.79.83.51,,1335526888,jcb,3529318689227310
935,38215,80.216.127.40,,1425336194,diners-club-carte-blanche,30181117495681
936,58478,175.217.231.49,,1384314469,maestro,50202026861154000
937,11925,149.178.187.1,,1425502868,jcb,3541702366740570
938,43187,180.93.168.150,,1493751023,visa-electron,4026531219630900
939,26541,61.76.109.133,,1372092823,jcb,3586097656553100
940,45186,74.25.7.228,,1367118353,mastercard,5284146403689090
941,43374,134.99.180.186,,1389435895,maestro,5020223755207390000
942,48336,204.247.91.230,,1450980504,solo,633456229816570000
943,63988,77.165.176.241,,1357980597,diners-club-us-ca,5441215990030590
944,14598,205.73.49.167,,1400402020,mastercard,5384672928519950
945,45378,129.132.176.76,,1342567722,jcb,3542659939798120
946,89307,37.167.145.83,,1303407275,switch,490392712707553000
947,48605,202.232.1.33,,1414901277,jcb,3564966276112240
948,72189,128.224.155.139,,1332924295,jcb,3547038778393390
949,15798,23.60.47.238,,1344678058,china-unionpay,5602217023954180000
950,36487,191.122.201.188,,1404266505,jcb,3572375175734010
951,65882,221.213.149.55,,1340045562,mastercard,5520648608655410
952,85192,80.53.46.187,,1415766368,laser,6304453363519890000
953,43900,187.44.4.235,,1297977783,diners-club-enroute,201440703696968
954,89682,172.212.186.46,,1488332873,jcb,3575639012824530
955,65141,183.108.142.147,,1437608081,jcb,3543829937600660
956,13505,143.2.236.242,,1433429309,diners-club-enroute,201921567885052
957,79185,175.14.153.51,,1473447402,solo,6767679576685470000
958,85646,118.202.15.53,,1475406205,maestro,6040004178418300
959,8474,135.55.175.193,,1423052220,mastercard,5048373202818200
960,87173,13.176.3.96,,1295012977,maestro,67631528543732500
961,54423,102.242.226.129,,1311341368,bankcard,5610319696623540
962,10700,235.50.6.169,,1419793359,jcb,3587041337085430
963,64208,92.26.0.20,,1297893511,diners-club-enroute,201968768935806
964,73821,223.113.132.53,,1489228557,jcb,3572570038957160
965,86400,91.85.213.90,,1460650931,maestro,6762596892250940000
966,54890,113.184.72.0,,1304857811,maestro,60405467211266000
967,61552,64.26.64.230,,1298855325,jcb,3560993931087130
968,89094,233.221.171.187,,1484586546,jcb,3549412355573750
969,45981,136.93.136.236,,1341346695,maestro,67629466310299400
970,77605,17.178.21.146,,1485624933,jcb,3584236471491630
971,58610,147.203.179.34,,1450177839,diners-club-us-ca,5400746823830220
972,39650,117.151.215.26,,1453309094,jcb,3576429245887000
973,47281,88.4.78.51,,1406683360,diners-club-enroute,201920457597959
974,58828,103.32.34.131,,1344743090,visa-electron,4844360447113790
975,7188,154.75.30.72,,1314785860,jcb,3564839490511180
976,82860,90.67.116.48,,1370980799,bankcard,5602222257019950
977,86080,211.143.57.98,,1357187293,bankcard,5602258881501640
978,48658,242.187.60.221,,1325686773,jcb,3530682535880360
979,83775,117.14.40.159,,1468926739,diners-club-international,36975256783839
980,76264,101.8.113.85,,1411057357,switch,6333284421165570000
981,39169,96.30.170.80,,1408514660,americanexpress,341403917173530
982,29019,178.94.137.212,,1348290791,mastercard,5010122717942060
983,65416,182.57.99.232,,1320699585,china-unionpay,5602254480379140000
984,67142,191.110.118.21,,1396397593,switch,4903068459398410
985,27234,11.114.28.190,,1305124529,jcb,3561071447588630
986,68687,246.170.236.40,,1441607073,jcb,3585153247525430
987,67241,158.90.204.130,,1329134327,switch,6333109686677180
988,80501,121.117.47.225,,1461208520,jcb,3585851921753880
989,79158,117.58.155.196,,1362201553,jcb,3567504613468580
990,47524,13.18.127.248,,1330465354,americanexpress,374288358310406
991,52732,141.69.221.237,,1373324266,americanexpress,372233884748127
992,46293,208.228.240.137,,1397305447,jcb,3556388239794920
993,22632,159.135.200.232,,1421594695,jcb,3547678636368360
994,53937,131.234.58.238,,1450598751,mastercard,5137840050061310
995,25666,31.38.206.40,,1460882891,jcb,3551530282719890
996,42074,205.119.138.3,,1306836239,diners-club-enroute,201893806753781
997,54430,2.253.21.102,,1440596421,americanexpress,348216345896065
998,54768,198.138.211.63,,1470630533,jcb,3579266736543280
999,36028,249.136.215.247,,1354057456,jcb,3563368854611440
1000,52211,80.101.189.151,,1446087931,maestro,50184352727593300
